municipio_id	municipio	estado	tempo_habitual_desloc	qtd_pessoas	tempo_medio_minutos					
2919900	Macururé	BA	30	1101	None					
2919900	Macururé	BA	60	305	None					
2919900	Macururé	BA	120	83	None					
2919900	Macururé	BA	120+	9	None					
2919900	Macururé	BA	Total	2074	21					
2919926	Madre de Deus	BA	5	585	None					
2919926	Madre de Deus	BA	30	2736	None					
2919926	Madre de Deus	BA	60	980	None					
2919926	Madre de Deus	BA	120	376	None					
2919926	Madre de Deus	BA	120+	63	None					
2919926	Madre de Deus	BA	Total	4740	29					
2919959	Maetinga	BA	5	432	None					
2919959	Maetinga	BA	30	1167	None					
2919959	Maetinga	BA	60	161	None					
2919959	Maetinga	BA	120	44	None					
2919959	Maetinga	BA	120+	3	None					
2919959	Maetinga	BA	Total	1807	19					
2920007	Maiquinique	BA	5	604	None					
2920007	Maiquinique	BA	30	1619	None					
2920007	Maiquinique	BA	60	289	None					
2920007	Maiquinique	BA	120	91	None					
2920007	Maiquinique	BA	120+	26	None					
2920007	Maiquinique	BA	Total	2629	21					
2920106	Mairi	BA	5	1583	None					
2920106	Mairi	BA	30	3264	None					
2920106	Mairi	BA	60	911	None					
2920106	Mairi	BA	120	335	None					
2920106	Mairi	BA	120+	89	None					
2920106	Mairi	BA	Total	6183	23					
2920205	Malhada	BA	5	1008	None					
2920205	Malhada	BA	30	2111	None					
2920205	Malhada	BA	60	726	None					
2920205	Malhada	BA	120	247	None					
2920205	Malhada	BA	120+	54	None					
2920205	Malhada	BA	Total	4147	25					
2920304	Malhada de Pedras	BA	5	679	None					
2920304	Malhada de Pedras	BA	30	746	None					
2920304	Malhada de Pedras	BA	60	136	None					
2920304	Malhada de Pedras	BA	120	23	None					
2920304	Malhada de Pedras	BA	120+	4	None					
2920304	Malhada de Pedras	BA	Total	1587	15					
2920403	Manoel Vitorino	BA	5	735	None					
2920403	Manoel Vitorino	BA	30	1390	None					
2920403	Manoel Vitorino	BA	60	525	None					
2920403	Manoel Vitorino	BA	120	112	None					
2920403	Manoel Vitorino	BA	120+	48	None					
2920403	Manoel Vitorino	BA	Total	2810	24					
2920452	Mansidão	BA	5	814	None					
2920452	Mansidão	BA	30	1176	None					
2920452	Mansidão	BA	60	209	None					
2920452	Mansidão	BA	120	114	None					
2920452	Mansidão	BA	120+	57	None					
2920452	Mansidão	BA	Total	2370	21					
2920502	Maracás	BA	5	1174	None					
2920502	Maracás	BA	30	4041	None					
2920502	Maracás	BA	60	847	None					
2920502	Maracás	BA	120	530	None					
2920502	Maracás	BA	120+	92	None					
2920502	Maracás	BA	Total	6683	26					
2920601	Maragogipe	BA	5	2270	None					
2920601	Maragogipe	BA	30	6372	None					
2920601	Maragogipe	BA	60	1530	None					
2920601	Maragogipe	BA	120	354	None					
2920601	Maragogipe	BA	120+	136	None					
2920601	Maragogipe	BA	Total	10661	22					
2920700	Maraú	BA	5	1155	None					
2920700	Maraú	BA	30	2423	None					
2920700	Maraú	BA	60	789	None					
2920700	Maraú	BA	120	281	None					
2920700	Maraú	BA	120+	63	None					
2920700	Maraú	BA	Total	4711	24					
2920809	Marcionílio Souza	BA	5	471	None					
2920809	Marcionílio Souza	BA	30	1009	None					
2920809	Marcionílio Souza	BA	60	435	None					
2920809	Marcionílio Souza	BA	120	141	None					
2920809	Marcionílio Souza	BA	120+	41	None					
2920809	Marcionílio Souza	BA	Total	2098	27					
2920908	Mascote	BA	5	769	None					
2920908	Mascote	BA	30	1524	None					
2920908	Mascote	BA	60	312	None					
2920908	Mascote	BA	120	216	None					
2920908	Mascote	BA	120+	41	None					
2920908	Mascote	BA	Total	2862	24					
2921005	Mata de São João	BA	5	1185	None					
2921005	Mata de São João	BA	30	4933	None					
2921005	Mata de São João	BA	60	3105	None					
2921005	Mata de São João	BA	120	1130	None					
2921005	Mata de São João	BA	120+	155	None					
2921005	Mata de São João	BA	Total	10508	33					
2921054	Matina	BA	5	560	None					
2921054	Matina	BA	30	1461	None					
2921054	Matina	BA	60	369	None					
2921054	Matina	BA	120	53	None					
2921054	Matina	BA	120+	13	None					
2921054	Matina	BA	Total	2454	21					
2921104	Medeiros Neto	BA	5	1121	None					
2921104	Medeiros Neto	BA	30	3173	None					
2921104	Medeiros Neto	BA	60	565	None					
2921104	Medeiros Neto	BA	120	261	None					
2921104	Medeiros Neto	BA	120+	74	None					
2921104	Medeiros Neto	BA	Total	5193	23					
2921203	Miguel Calmon	BA	5	1596	None					
2921203	Miguel Calmon	BA	30	4008	None					
2921203	Miguel Calmon	BA	60	1669	None					
2921203	Miguel Calmon	BA	120	503	None					
2921203	Miguel Calmon	BA	120+	108	None					
2921203	Miguel Calmon	BA	Total	7883	27					
2921302	Milagres	BA	5	557	None					
2921302	Milagres	BA	30	1590	None					
2921302	Milagres	BA	60	359	None					
2921302	Milagres	BA	120	97	None					
2921302	Milagres	BA	120+	30	None					
2921302	Milagres	BA	Total	2635	22					
2921401	Mirangaba	BA	5	755	None					
2921401	Mirangaba	BA	30	2213	None					
2921401	Mirangaba	BA	60	1047	None					
2921401	Mirangaba	BA	120	442	None					
2921401	Mirangaba	BA	120+	171	None					
2921401	Mirangaba	BA	Total	4629	32					
2921450	Mirante	BA	5	432	None					
2921450	Mirante	BA	30	1180	None					
2921450	Mirante	BA	60	298	None					
2921450	Mirante	BA	120	123	None					
2921450	Mirante	BA	120+	0	None					
2921450	Mirante	BA	Total	2033	23					
2921200	Monte Santo	BA	5	2959	None					
2921200	Monte Santo	BA	30	7877	None					
2921200	Monte Santo	BA	60	1448	None					
2921200	Monte Santo	BA	120	580	None					
2921200	Monte Santo	BA	120+	40	None					
2921200	Monte Santo	BA	Total	12904	21					
2921609	Morpará	BA	5	338	None					
2921609	Morpará	BA	30	1078	None					
2921609	Morpará	BA	60	464	None					
2921609	Morpará	BA	120	116	None					
2921609	Morpará	BA	120+	48	None					
2921609	Morpará	BA	Total	2044	28					
2921708	Morro do Chapéu	BA	5	2180	None					
2921708	Morro do Chapéu	BA	30	6213	None					
2921708	Morro do Chapéu	BA	60	1200	None					
2921708	Morro do Chapéu	BA	120	618	None					
2921708	Morro do Chapéu	BA	120+	113	None					
2921708	Morro do Chapéu	BA	Total	10623	23					
2921807	Mortugaba	BA	5	1040	None					
2921807	Mortugaba	BA	30	2353	None					
2921807	Mortugaba	BA	60	601	None					
2921807	Mortugaba	BA	120	86	None					
2921807	Mortugaba	BA	120+	43	None					
2921807	Mortugaba	BA	Total	4122	21					
2921906	Mucugê	BA	5	580	None					
2921906	Mucugê	BA	30	1581	None					
2921906	Mucugê	BA	60	444	None					
2921906	Mucugê	BA	120	191	None					
2921906	Mucugê	BA	120+	18	None					
2921906	Mucugê	BA	Total	2814	25					
2922003	Mucuri	BA	5	2227	None					
2922003	Mucuri	BA	30	5527	None					
2922003	Mucuri	BA	60	1750	None					
2922003	Mucuri	BA	120	431	None					
2922003	Mucuri	BA	120+	90	None					
2922003	Mucuri	BA	Total	10025	23					
2922052	Mulungu do Morro	BA	5	1046	None					
2922052	Mulungu do Morro	BA	30	2658	None					
2922052	Mulungu do Morro	BA	60	541	None					
2922052	Mulungu do Morro	BA	120	102	None					
2922052	Mulungu do Morro	BA	120+	27	None					
2922052	Mulungu do Morro	BA	Total	4374	20					
2922102	Mundo Novo	BA	5	956	None					
2922102	Mundo Novo	BA	30	3255	None					
2922102	Mundo Novo	BA	60	657	None					
2922102	Mundo Novo	BA	120	351	None					
2922102	Mundo Novo	BA	120+	56	None					
2922102	Mundo Novo	BA	Total	5275	24					
2922201	Muniz Ferreira	BA	5	548	None					
2922201	Muniz Ferreira	BA	30	1135	None					
2922201	Muniz Ferreira	BA	60	231	None					
2922201	Muniz Ferreira	BA	120	52	None					
2922201	Muniz Ferreira	BA	120+	13	None					
2922201	Muniz Ferreira	BA	Total	1979	19					
2922250	Muquém de São Francisco	BA	5	589	None					
2922250	Muquém de São Francisco	BA	30	1259	None					
2922250	Muquém de São Francisco	BA	60	249	None					
2922250	Muquém de São Francisco	BA	120	43	None					
2922250	Muquém de São Francisco	BA	120+	91	None					
2922250	Muquém de São Francisco	BA	Total	2231	22					
2922300	Muritiba	BA	5	1126	None					
2922300	Muritiba	BA	30	3756	None					
2922300	Muritiba	BA	60	819	None					
2922300	Muritiba	BA	120	144	None					
2922300	Muritiba	BA	120+	73	None					
2922300	Muritiba	BA	Total	5918	22					
2922409	Mutuípe	BA	5	895	None					
2922409	Mutuípe	BA	30	3054	None					
2922409	Mutuípe	BA	60	646	None					
2922409	Mutuípe	BA	120	130	None					
2922409	Mutuípe	BA	120+	19	None					
2922409	Mutuípe	BA	Total	4744	21					
2922508	Nazaré	BA	5	1142	None					
2922508	Nazaré	BA	30	4472	None					
2922508	Nazaré	BA	60	1566	None					
2922508	Nazaré	BA	120	317	None					
2922508	Nazaré	BA	120+	51	None					
2922508	Nazaré	BA	Total	7548	25					
2922607	Nilo Peçanha	BA	5	874	None					
2922607	Nilo Peçanha	BA	30	1439	None					
2922607	Nilo Peçanha	BA	60	526	None					
2922607	Nilo Peçanha	BA	120	190	None					
2922607	Nilo Peçanha	BA	120+	33	None					
2922607	Nilo Peçanha	BA	Total	3060	24					
2922656	Nordestina	BA	5	605	None					
2922656	Nordestina	BA	30	1733	None					
2922656	Nordestina	BA	60	438	None					
2922656	Nordestina	BA	120	93	None					
2922656	Nordestina	BA	120+	10	None					
2922656	Nordestina	BA	Total	2879	22					
2922706	Nova Canaã	BA	5	1143	None					
2922706	Nova Canaã	BA	30	2191	None					
2922706	Nova Canaã	BA	60	594	None					
2922706	Nova Canaã	BA	120	173	None					
2922706	Nova Canaã	BA	120+	49	None					
2922706	Nova Canaã	BA	Total	4120	22					
2922730	Nova Fátima	BA	5	569	None					
2922730	Nova Fátima	BA	30	1745	None					
2922730	Nova Fátima	BA	60	198	None					
2922730	Nova Fátima	BA	120	53	None					
2922730	Nova Fátima	BA	120+	15	None					
2922730	Nova Fátima	BA	Total	2580	19					
2922755	Nova Ibiá	BA	5	732	None					
2922755	Nova Ibiá	BA	30	1245	None					
2922755	Nova Ibiá	BA	60	292	None					
2922755	Nova Ibiá	BA	120	67	None					
2922755	Nova Ibiá	BA	120+	5	None					
2922755	Nova Ibiá	BA	Total	2341	19					
2922805	Nova Itarana	BA	5	368	None					
2922805	Nova Itarana	BA	30	714	None					
2922805	Nova Itarana	BA	60	323	None					
2922805	Nova Itarana	BA	120	93	None					
2922805	Nova Itarana	BA	120+	16	None					
2922805	Nova Itarana	BA	Total	1514	25					
2922854	Nova Redenção	BA	5	325	None					
2922854	Nova Redenção	BA	30	1023	None					
2922854	Nova Redenção	BA	60	339	None					
2922854	Nova Redenção	BA	120	151	None					
2922854	Nova Redenção	BA	120+	30	None					
2922854	Nova Redenção	BA	Total	1868	28					
2922904	Nova Soure	BA	5	1017	None					
2922904	Nova Soure	BA	30	3531	None					
2922904	Nova Soure	BA	60	1000	None					
2922904	Nova Soure	BA	120	153	None					
2922904	Nova Soure	BA	120+	14	None					
2922904	Nova Soure	BA	Total	5715	22					
2923001	Nova Viçosa	BA	5	2025	None					
2923001	Nova Viçosa	BA	30	6229	None					
2923001	Nova Viçosa	BA	60	1954	None					
2923001	Nova Viçosa	BA	120	745	None					
2923001	Nova Viçosa	BA	120+	233	None					
2923001	Nova Viçosa	BA	Total	11187	27					
2923035	Novo Horizonte	BA	5	729	None					
2923035	Novo Horizonte	BA	30	1681	None					
2923035	Novo Horizonte	BA	60	331	None					
2923035	Novo Horizonte	BA	120	86	None					
2923035	Novo Horizonte	BA	120+	0	None					
2923035	Novo Horizonte	BA	Total	2828	19					
2923050	Novo Triunfo	BA	5	840	None					
2923050	Novo Triunfo	BA	30	2917	None					
2923050	Novo Triunfo	BA	60	949	None					
2923050	Novo Triunfo	BA	120	210	None					
2923050	Novo Triunfo	BA	120+	72	None					
2923050	Novo Triunfo	BA	Total	4986	25					
2923100	Olindina	BA	5	662	None					
2923100	Olindina	BA	30	2568	None					
2923100	Olindina	BA	60	774	None					
2923100	Olindina	BA	120	171	None					
2923100	Olindina	BA	120+	49	None					
2923100	Olindina	BA	Total	4225	25					
2923209	Oliveira dos Brejinhos	BA	5	1051	None					
2923209	Oliveira dos Brejinhos	BA	30	1991	None					
2923209	Oliveira dos Brejinhos	BA	60	430	None					
2923209	Oliveira dos Brejinhos	BA	120	212	None					
2923209	Oliveira dos Brejinhos	BA	120+	19	None					
2923209	Oliveira dos Brejinhos	BA	Total	3704	21					
2923308	Ouriçangas	BA	5	696	None					
2923308	Ouriçangas	BA	30	1120	None					
2923308	Ouriçangas	BA	60	326	None					
2923308	Ouriçangas	BA	120	233	None					
2923308	Ouriçangas	BA	120+	101	None					
2923308	Ouriçangas	BA	Total	2476	28					
2923357	Ourolândia	BA	5	1240	None					
2923357	Ourolândia	BA	30	3404	None					
2923357	Ourolândia	BA	60	790	None					
2923357	Ourolândia	BA	120	166	None					
2923357	Ourolândia	BA	120+	86	None					
2923357	Ourolândia	BA	Total	5686	22					
2923407	Palmas de Monte Alto	BA	5	1166	None					
2923407	Palmas de Monte Alto	BA	30	2724	None					
2923407	Palmas de Monte Alto	BA	60	1044	None					
2923407	Palmas de Monte Alto	BA	120	485	None					
2923407	Palmas de Monte Alto	BA	120+	62	None					
2923407	Palmas de Monte Alto	BA	Total	5481	27					
2923506	Palmeiras	BA	5	576	None					
2923506	Palmeiras	BA	30	1298	None					
2923506	Palmeiras	BA	60	301	None					
2923506	Palmeiras	BA	120	123	None					
2923506	Palmeiras	BA	120+	37	None					
2923506	Palmeiras	BA	Total	2335	23					
2923605	Paramirim	BA	5	1283	None					
2923605	Paramirim	BA	30	3555	None					
2923605	Paramirim	BA	60	670	None					
2923605	Paramirim	BA	120	69	None					
2923605	Paramirim	BA	120+	30	None					
2923605	Paramirim	BA	Total	5607	19					
2923704	Paratinga	BA	5	871	None					
2923704	Paratinga	BA	30	3828	None					
2923704	Paratinga	BA	60	1296	None					
2923704	Paratinga	BA	120	297	None					
2923704	Paratinga	BA	120+	40	None					
2923704	Paratinga	BA	Total	6332	25					
2923803	Paripiranga	BA	5	1422	None					
2923803	Paripiranga	BA	30	4069	None					
2923803	Paripiranga	BA	60	758	None					
2923803	Paripiranga	BA	120	122	None					
2923803	Paripiranga	BA	120+	71	None					
2923803	Paripiranga	BA	Total	6442	20					
2923902	Pau Brasil	BA	5	641	None					
2923902	Pau Brasil	BA	30	1525	None					
2923902	Pau Brasil	BA	60	267	None					
2923902	Pau Brasil	BA	120	132	None					
2923902	Pau Brasil	BA	120+	51	None					
2923902	Pau Brasil	BA	Total	2616	23					
2924009	Paulo Afonso	BA	5	4327	None					
2924009	Paulo Afonso	BA	30	19765	None					
2924009	Paulo Afonso	BA	60	4269	None					
2924009	Paulo Afonso	BA	120	722	None					
2924009	Paulo Afonso	BA	120+	164	None					
2924009	Paulo Afonso	BA	Total	29247	22					
2924058	Pé de Serra	BA	5	1381	None					
2924058	Pé de Serra	BA	30	2371	None					
2924058	Pé de Serra	BA	60	559	None					
2924058	Pé de Serra	BA	120	119	None					
2924058	Pé de Serra	BA	120+	48	None					
2924058	Pé de Serra	BA	Total	4479	20					
2924108	Pedrão	BA	5	392	None					
2924108	Pedrão	BA	30	946	None					
2924108	Pedrão	BA	60	151	None					
2924108	Pedrão	BA	120	35	None					
2924108	Pedrão	BA	120+	40	None					
2924108	Pedrão	BA	Total	1563	21					
2924207	Pedro Alexandre	BA	5	454	None					
2924207	Pedro Alexandre	BA	30	1952	None					
2924207	Pedro Alexandre	BA	60	896	None					
2924207	Pedro Alexandre	BA	120	264	None					
2924207	Pedro Alexandre	BA	120+	48	None					
2924207	Pedro Alexandre	BA	Total	3615	29					
2924306	Piatã	BA	5	1109	None					
2924306	Piatã	BA	30	2995	None					
2924306	Piatã	BA	60	733	None					
2924306	Piatã	BA	120	175	None					
2924306	Piatã	BA	120+	37	None					
2924306	Piatã	BA	Total	5049	22					
2924405	Pilão Arcado	BA	5	1195	None					
2924405	Pilão Arcado	BA	30	3059	None					
2924405	Pilão Arcado	BA	60	694	None					
2924405	Pilão Arcado	BA	120	173	None					
2924405	Pilão Arcado	BA	120+	214	None					
2924405	Pilão Arcado	BA	Total	5335	24					
2924504	Pindaí	BA	5	642	None					
2924504	Pindaí	BA	30	1845	None					
2924504	Pindaí	BA	60	451	None					
2924504	Pindaí	BA	120	65	None					
2924504	Pindaí	BA	120+	48	None					
2924504	Pindaí	BA	Total	3050	22					
2924603	Pindobaçu	BA	5	1151	None					
2924603	Pindobaçu	BA	30	3266	None					
2924603	Pindobaçu	BA	60	847	None					
2924603	Pindobaçu	BA	120	227	None					
2924603	Pindobaçu	BA	120+	99	None					
2924603	Pindobaçu	BA	Total	5590	24					
2924652	Pintadas	BA	5	534	None					
2924652	Pintadas	BA	30	1492	None					
2924652	Pintadas	BA	60	477	None					
2924652	Pintadas	BA	120	108	None					
2924652	Pintadas	BA	120+	41	None					
2924652	Pintadas	BA	Total	2652	24					
2924678	Piraí do Norte	BA	5	638	None					
2924678	Piraí do Norte	BA	30	1878	None					
2924678	Piraí do Norte	BA	60	344	None					
2924678	Piraí do Norte	BA	120	120	None					
2924678	Piraí do Norte	BA	120+	35	None					
2924678	Piraí do Norte	BA	Total	3014	22					
2924702	Piripá	BA	5	497	None					
2924702	Piripá	BA	30	1738	None					
2924702	Piripá	BA	60	411	None					
2924702	Piripá	BA	120	31	None					
2924702	Piripá	BA	120+	5	None					
2924702	Piripá	BA	Total	2682	20					
2924801	Piritiba	BA	5	1140	None					
2924801	Piritiba	BA	30	3501	None					
2924801	Piritiba	BA	60	830	None					
2924801	Piritiba	BA	120	447	None					
2924801	Piritiba	BA	120+	74	None					
2924801	Piritiba	BA	Total	5992	25					
2924900	Planaltino	BA	5	581	None					
2924900	Planaltino	BA	30	1766	None					
2924900	Planaltino	BA	60	712	None					
2924900	Planaltino	BA	120	223	None					
2924900	Planaltino	BA	120+	18	None					
2924900	Planaltino	BA	Total	3300	27					
2925006	Planalto	BA	5	949	None					
2925006	Planalto	BA	30	3621	None					
2925006	Planalto	BA	60	884	None					
2925006	Planalto	BA	120	206	None					
2925006	Planalto	BA	120+	66	None					
2925006	Planalto	BA	Total	5728	23					
2925105	Poções	BA	5	1830	None					
2925105	Poções	BA	30	5742	None					
2925105	Poções	BA	60	1195	None					
2925105	Poções	BA	120	439	None					
2925105	Poções	BA	120+	168	None					
2925105	Poções	BA	Total	9374	24					
2925204	Pojuca	BA	5	875	None					
2925204	Pojuca	BA	30	5493	None					
2925204	Pojuca	BA	60	1385	None					
2925204	Pojuca	BA	120	288	None					
2925204	Pojuca	BA	120+	27	None					
2925204	Pojuca	BA	Total	8069	24					
2925253	Ponto Novo	BA	5	1115	None					
2925253	Ponto Novo	BA	30	2672	None					
2925253	Ponto Novo	BA	60	393	None					
2925253	Ponto Novo	BA	120	76	None					
2925253	Ponto Novo	BA	120+	14	None					
2925253	Ponto Novo	BA	Total	4271	18					
2925303	Porto Seguro	BA	5	5752	None					
2925303	Porto Seguro	BA	30	26192	None					
2925303	Porto Seguro	BA	60	8369	None					
2925303	Porto Seguro	BA	120	1282	None					
2925303	Porto Seguro	BA	120+	227	None					
2925303	Porto Seguro	BA	Total	41822	24					
2925402	Potiraguá	BA	5	1003	None					
2925402	Potiraguá	BA	30	1544	None					
2925402	Potiraguá	BA	60	196	None					
2925402	Potiraguá	BA	120	85	None					
2925402	Potiraguá	BA	120+	14	None					
2925402	Potiraguá	BA	Total	2842	17					
2925501	Prado	BA	5	1619	None					
2925501	Prado	BA	30	3046	None					
2925501	Prado	BA	60	1007	None					
2925501	Prado	BA	120	243	None					
2925501	Prado	BA	120+	90	None					
2925501	Prado	BA	Total	6005	23					
2925600	Presidente Dutra	BA	5	669	None					
2925600	Presidente Dutra	BA	30	2578	None					
2925600	Presidente Dutra	BA	60	496	None					
2925600	Presidente Dutra	BA	120	149	None					
2925600	Presidente Dutra	BA	120+	5	None					
2925600	Presidente Dutra	BA	Total	3897	22					
2925709	Presidente Jânio Quadros	BA	5	715	None					
2925709	Presidente Jânio Quadros	BA	30	1203	None					
2925709	Presidente Jânio Quadros	BA	60	309	None					
2925709	Presidente Jânio Quadros	BA	120	57	None					
2925709	Presidente Jânio Quadros	BA	120+	24	None					
2925709	Presidente Jânio Quadros	BA	Total	2308	20					
2925758	Presidente Tancredo Neves	BA	5	2254	None					
2925758	Presidente Tancredo Neves	BA	30	4305	None					
2925758	Presidente Tancredo Neves	BA	60	813	None					
2925758	Presidente Tancredo Neves	BA	120	198	None					
2925758	Presidente Tancredo Neves	BA	120+	9	None					
2925758	Presidente Tancredo Neves	BA	Total	7579	18					
2925808	Queimadas	BA	5	1367	None					
2925808	Queimadas	BA	30	3482	None					
2925808	Queimadas	BA	60	911	None					
2925808	Queimadas	BA	120	525	None					
2925808	Queimadas	BA	120+	101	None					
2925808	Queimadas	BA	Total	6385	26					
2925907	Quijingue	BA	5	1693	None					
2925907	Quijingue	BA	30	4008	None					
2925907	Quijingue	BA	60	1456	None					
2925907	Quijingue	BA	120	320	None					
2925907	Quijingue	BA	120+	109	None					
2925907	Quijingue	BA	Total	7586	24					
2925931	Quixabeira	BA	5	872	None					
2925931	Quixabeira	BA	30	1998	None					
2925931	Quixabeira	BA	60	306	None					
2925931	Quixabeira	BA	120	49	None					
2925931	Quixabeira	BA	120+	9	None					
2925931	Quixabeira	BA	Total	3234	18					
2925956	Rafael Jambeiro	BA	5	1353	None					
2925956	Rafael Jambeiro	BA	30	2082	None					
2925956	Rafael Jambeiro	BA	60	951	None					
2925956	Rafael Jambeiro	BA	120	138	None					
2925956	Rafael Jambeiro	BA	120+	50	None					
2925956	Rafael Jambeiro	BA	Total	4573	22					
2926004	Remanso	BA	5	2134	None					
2926004	Remanso	BA	30	5280	None					
2926004	Remanso	BA	60	1274	None					
2926004	Remanso	BA	120	525	None					
2926004	Remanso	BA	120+	289	None					
2926004	Remanso	BA	Total	9501	25					
2926103	Retirolândia	BA	5	934	None					
2926103	Retirolândia	BA	30	2547	None					
2926103	Retirolândia	BA	60	297	None					
2926103	Retirolândia	BA	120	64	None					
2926103	Retirolândia	BA	120+	5	None					
2926103	Retirolândia	BA	Total	3847	18					
2926202	Riachão das Neves	BA	5	780	None					
2926202	Riachão das Neves	BA	30	1761	None					
2926202	Riachão das Neves	BA	60	700	None					
2926202	Riachão das Neves	BA	120	147	None					
2926202	Riachão das Neves	BA	120+	37	None					
2926202	Riachão das Neves	BA	Total	3425	24					
2926301	Riachão do Jacuípe	BA	5	2357	None					
2926301	Riachão do Jacuípe	BA	30	4676	None					
2926301	Riachão do Jacuípe	BA	60	830	None					
2926301	Riachão do Jacuípe	BA	120	216	None					
2926301	Riachão do Jacuípe	BA	120+	82	None					
2926301	Riachão do Jacuípe	BA	Total	8161	19					
2926400	Riacho de Santana	BA	5	1513	None					
2926400	Riacho de Santana	BA	30	5449	None					
2926400	Riacho de Santana	BA	60	1072	None					
2926400	Riacho de Santana	BA	120	385	None					
2926400	Riacho de Santana	BA	120+	110	None					
2926400	Riacho de Santana	BA	Total	8529	23					
2926509	Ribeira do Amparo	BA	5	911	None					
2926509	Ribeira do Amparo	BA	30	1767	None					
2926509	Ribeira do Amparo	BA	60	435	None					
2926509	Ribeira do Amparo	BA	120	152	None					
2926509	Ribeira do Amparo	BA	120+	4	None					
2926509	Ribeira do Amparo	BA	Total	3268	21					
2926608	Ribeira do Pombal	BA	5	2548	None					
2926608	Ribeira do Pombal	BA	30	8653	None					
2926608	Ribeira do Pombal	BA	60	1929	None					
2926608	Ribeira do Pombal	BA	120	320	None					
2926608	Ribeira do Pombal	BA	120+	88	None					
2926608	Ribeira do Pombal	BA	Total	13537	21					
2926657	Ribeirão do Largo	BA	5	909	None					
2926657	Ribeirão do Largo	BA	30	1146	None					
2926657	Ribeirão do Largo	BA	60	320	None					
2926657	Ribeirão do Largo	BA	120	149	None					
2926657	Ribeirão do Largo	BA	120+	60	None					
2926657	Ribeirão do Largo	BA	Total	2585	22					
2926707	Rio de Contas	BA	5	443	None					
2926707	Rio de Contas	BA	30	2000	None					
2926707	Rio de Contas	BA	60	478	None					
2926707	Rio de Contas	BA	120	55	None					
2926707	Rio de Contas	BA	120+	29	None					
2926707	Rio de Contas	BA	Total	3006	22					
2926806	Rio do Antônio	BA	5	853	None					
2926806	Rio do Antônio	BA	30	2120	None					
2926806	Rio do Antônio	BA	60	568	None					
2926806	Rio do Antônio	BA	120	114	None					
2926806	Rio do Antônio	BA	120+	31	None					
2926806	Rio do Antônio	BA	Total	3686	22					
2926905	Rio do Pires	BA	5	644	None					
2926905	Rio do Pires	BA	30	2051	None					
2926905	Rio do Pires	BA	60	283	None					
2926905	Rio do Pires	BA	120	59	None					
2926905	Rio do Pires	BA	120+	16	None					
2926905	Rio do Pires	BA	Total	3055	19					
2927002	Rio Real	BA	5	2114	None					
2927002	Rio Real	BA	30	6452	None					
2927002	Rio Real	BA	60	2410	None					
2927002	Rio Real	BA	120	574	None					
2927002	Rio Real	BA	120+	244	None					
2927002	Rio Real	BA	Total	11794	26					
2927101	Rodelas	BA	5	324	None					
2927101	Rodelas	BA	30	1766	None					
2927101	Rodelas	BA	60	151	None					
2927101	Rodelas	BA	120	9	None					
2927101	Rodelas	BA	120+	3	None					
2927101	Rodelas	BA	Total	2253	18					
2927200	Ruy Barbosa	BA	5	1257	None					
2927200	Ruy Barbosa	BA	30	4077	None					
2927200	Ruy Barbosa	BA	60	1126	None					
2927200	Ruy Barbosa	BA	120	402	None					
2927200	Ruy Barbosa	BA	120+	115	None					
2927200	Ruy Barbosa	BA	Total	6977	25					
2927309	Salinas da Margarida	BA	5	691	None					
2927309	Salinas da Margarida	BA	30	2530	None					
2927309	Salinas da Margarida	BA	60	1292	None					
2927309	Salinas da Margarida	BA	120	427	None					
2927309	Salinas da Margarida	BA	120+	181	None					
2927309	Salinas da Margarida	BA	Total	5121	32					
2927408	Salvador	BA	5	52999	None					
2927408	Salvador	BA	30	302992	None					
2927408	Salvador	BA	60	349662	None					
2927408	Salvador	BA	120	176067	None					
2927408	Salvador	BA	120+	23239	None					
2927408	Salvador	BA	Total	904959	44					
2927507	Santa Bárbara	BA	5	587	None					
2927507	Santa Bárbara	BA	30	2330	None					
2927507	Santa Bárbara	BA	60	683	None					
2927507	Santa Bárbara	BA	120	242	None					
2927507	Santa Bárbara	BA	120+	73	None					
2927507	Santa Bárbara	BA	Total	3915	27					
2927606	Santa Brígida	BA	5	986	None					
2927606	Santa Brígida	BA	30	2657	None					
2927606	Santa Brígida	BA	60	774	None					
2927606	Santa Brígida	BA	120	289	None					
2927606	Santa Brígida	BA	120+	93	None					
2927606	Santa Brígida	BA	Total	4800	25					
2927705	Santa Cruz Cabrália	BA	5	1067	None					
2927705	Santa Cruz Cabrália	BA	30	4179	None					
2927705	Santa Cruz Cabrália	BA	60	1499	None					
2927705	Santa Cruz Cabrália	BA	120	293	None					
2927705	Santa Cruz Cabrália	BA	120+	67	None					
2927705	Santa Cruz Cabrália	BA	Total	7105	25					
2927804	Santa Cruz da Vitória	BA	5	415	None					
2927804	Santa Cruz da Vitória	BA	30	511	None					
2927804	Santa Cruz da Vitória	BA	60	259	None					
2927804	Santa Cruz da Vitória	BA	120	122	None					
2927804	Santa Cruz da Vitória	BA	120+	46	None					
2927804	Santa Cruz da Vitória	BA	Total	1352	28					
2927903	Santa Inês	BA	5	716	None					
2927903	Santa Inês	BA	30	1532	None					
2927903	Santa Inês	BA	60	185	None					
2927903	Santa Inês	BA	120	164	None					
2927903	Santa Inês	BA	120+	26	None					
2927903	Santa Inês	BA	Total	2622	21					
2928059	Santa Luzia	BA	5	697	None					
2928059	Santa Luzia	BA	30	1875	None					
